"","X","Y"
"-2391.755065_448.5431295",-2391.755065,448.5431295
"-2391.755065_48.5431295",-2391.755065,48.5431295
"-2391.755065_548.5431295",-2391.755065,548.5431295
"-2391.755065_648.5431295",-2391.755065,648.5431295
"-2391.755065_748.5431295",-2391.755065,748.5431295
"-2391.755065_848.5431295",-2391.755065,848.5431295
"-2391.755065_948.5431295",-2391.755065,948.5431295
"-2491.755065_-151.4568705",-2491.755065,-151.4568705
"-2491.755065_-51.4568705",-2491.755065,-51.4568705
"-2491.755065_1048.5431295",-2491.755065,1048.5431295
"-2491.755065_1148.5431295",-2491.755065,1148.5431295
"-2491.755065_1248.5431295",-2491.755065,1248.5431295
"-2491.755065_1348.5431295",-2491.755065,1348.5431295
"-2491.755065_148.5431295",-2491.755065,148.5431295
"-2491.755065_248.5431295",-2491.755065,248.5431295
"-2491.755065_348.5431295",-2491.755065,348.5431295
"-2491.755065_448.5431295",-2491.755065,448.5431295
"-2491.755065_48.5431295",-2491.755065,48.5431295
"-2491.755065_548.5431295",-2491.755065,548.5431295
"-2491.755065_648.5431295",-2491.755065,648.5431295
"-2491.755065_748.5431295",-2491.755065,748.5431295
"-2491.755065_848.5431295",-2491.755065,848.5431295
"-2491.755065_948.5431295",-2491.755065,948.5431295
"-2591.755065_-151.4568705",-2591.755065,-151.4568705
"-2591.755065_-51.4568705",-2591.755065,-51.4568705
"-2591.755065_1048.5431295",-2591.755065,1048.5431295
"-2591.755065_1148.5431295",-2591.755065,1148.5431295
"-2591.755065_1248.5431295",-2591.755065,1248.5431295
"-2591.755065_1348.5431295",-2591.755065,1348.5431295
"-2591.755065_148.5431295",-2591.755065,148.5431295
"-2591.755065_248.5431295",-2591.755065,248.5431295
"-2591.755065_348.5431295",-2591.755065,348.5431295
"-2591.755065_448.5431295",-2591.755065,448.5431295
"-2591.755065_48.5431295",-2591.755065,48.5431295
"-2591.755065_548.5431295",-2591.755065,548.5431295
"-2591.755065_648.5431295",-2591.755065,648.5431295
"-2591.755065_748.5431295",-2591.755065,748.5431295
"-2591.755065_848.5431295",-2591.755065,848.5431295
"-2591.755065_948.5431295",-2591.755065,948.5431295
"-2691.755065_-151.4568705",-2691.755065,-151.4568705
"-2691.755065_-51.4568705",-2691.755065,-51.4568705
"-2691.755065_1048.5431295",-2691.755065,1048.5431295
"-2691.755065_1148.5431295",-2691.755065,1148.5431295
"-2691.755065_1248.5431295",-2691.755065,1248.5431295
"-2691.755065_1348.5431295",-2691.755065,1348.5431295
"-2691.755065_148.5431295",-2691.755065,148.5431295
"-2691.755065_248.5431295",-2691.755065,248.5431295
"-2691.755065_348.5431295",-2691.755065,348.5431295
"-2691.755065_448.5431295",-2691.755065,448.5431295
"-2691.755065_48.5431295",-2691.755065,48.5431295
"-2691.755065_548.5431295",-2691.755065,548.5431295
"-2691.755065_648.5431295",-2691.755065,648.5431295
"-2691.755065_748.5431295",-2691.755065,748.5431295
"-2691.755065_848.5431295",-2691.755065,848.5431295
"-2691.755065_948.5431295",-2691.755065,948.5431295
"-2791.755065_-151.4568705",-2791.755065,-151.4568705
"-2791.755065_-51.4568705",-2791.755065,-51.4568705
"-2791.755065_1048.5431295",-2791.755065,1048.5431295
"-2791.755065_1148.5431295",-2791.755065,1148.5431295
"-2791.755065_1248.5431295",-2791.755065,1248.5431295
"-2791.755065_1348.5431295",-2791.755065,1348.5431295
"-2791.755065_148.5431295",-2791.755065,148.5431295
"-2791.755065_248.5431295",-2791.755065,248.5431295
"-2791.755065_348.5431295",-2791.755065,348.5431295
"-2791.755065_448.5431295",-2791.755065,448.5431295
"-2791.755065_48.5431295",-2791.755065,48.5431295
"-2791.755065_548.5431295",-2791.755065,548.5431295
"-2791.755065_648.5431295",-2791.755065,648.5431295
"-2791.755065_748.5431295",-2791.755065,748.5431295
"-2791.755065_848.5431295",-2791.755065,848.5431295
"-2791.755065_948.5431295",-2791.755065,948.5431295
"-2891.755065_-151.4568705",-2891.755065,-151.4568705
"-2891.755065_-51.4568705",-2891.755065,-51.4568705
"-2891.755065_1048.5431295",-2891.755065,1048.5431295
"-2891.755065_1148.5431295",-2891.755065,1148.5431295
"-2891.755065_1248.5431295",-2891.755065,1248.5431295
"-2891.755065_1348.5431295",-2891.755065,1348.5431295
"-2891.755065_148.5431295",-2891.755065,148.5431295
"-2891.755065_248.5431295",-2891.755065,248.5431295
"-2891.755065_348.5431295",-2891.755065,348.5431295
"-2891.755065_448.5431295",-2891.755065,448.5431295
"-2891.755065_48.5431295",-2891.755065,48.5431295
"-2891.755065_548.5431295",-2891.755065,548.5431295
"-2891.755065_648.5431295",-2891.755065,648.5431295
"-2891.755065_748.5431295",-2891.755065,748.5431295
"-2891.755065_848.5431295",-2891.755065,848.5431295
"-2891.755065_948.5431295",-2891.755065,948.5431295
"-2991.755065_-151.4568705",-2991.755065,-151.4568705
"-2991.755065_-51.4568705",-2991.755065,-51.4568705
"-2991.755065_1048.5431295",-2991.755065,1048.5431295
"-2991.755065_1148.5431295",-2991.755065,1148.5431295
"-2991.755065_1248.5431295",-2991.755065,1248.5431295
"-2991.755065_1348.5431295",-2991.755065,1348.5431295
"-2991.755065_148.5431295",-2991.755065,148.5431295
"-2991.755065_248.5431295",-2991.755065,248.5431295
"-2991.755065_348.5431295",-2991.755065,348.5431295
"-2991.755065_448.5431295",-2991.755065,448.5431295
"-2991.755065_48.5431295",-2991.755065,48.5431295
"-2991.755065_548.5431295",-2991.755065,548.5431295
"-2991.755065_648.5431295",-2991.755065,648.5431295
"-2991.755065_748.5431295",-2991.755065,748.5431295
"-2991.755065_848.5431295",-2991.755065,848.5431295
"-2991.755065_948.5431295",-2991.755065,948.5431295
"-3091.755065_-151.4568705",-3091.755065,-151.4568705
"-3091.755065_-51.4568705",-3091.755065,-51.4568705
"-3091.755065_1048.5431295",-3091.755065,1048.5431295
"-3091.755065_1148.5431295",-3091.755065,1148.5431295
"-3091.755065_1248.5431295",-3091.755065,1248.5431295
"-3091.755065_1348.5431295",-3091.755065,1348.5431295
"-3091.755065_148.5431295",-3091.755065,148.5431295
"-3091.755065_248.5431295",-3091.755065,248.5431295
"-3091.755065_348.5431295",-3091.755065,348.5431295
"-3091.755065_448.5431295",-3091.755065,448.5431295
"-3091.755065_48.5431295",-3091.755065,48.5431295
"-3091.755065_548.5431295",-3091.755065,548.5431295
"-3091.755065_648.5431295",-3091.755065,648.5431295
"-3091.755065_748.5431295",-3091.755065,748.5431295
"-3091.755065_848.5431295",-3091.755065,848.5431295
"-3091.755065_948.5431295",-3091.755065,948.5431295
"-3191.755065_-151.4568705",-3191.755065,-151.4568705
"-3191.755065_-51.4568705",-3191.755065,-51.4568705
"-3191.755065_1048.5431295",-3191.755065,1048.5431295
"-3191.755065_1148.5431295",-3191.755065,1148.5431295
"-3191.755065_1248.5431295",-3191.755065,1248.5431295
"-3191.755065_1348.5431295",-3191.755065,1348.5431295
"-3191.755065_148.5431295",-3191.755065,148.5431295
"-3191.755065_248.5431295",-3191.755065,248.5431295
"-3191.755065_348.5431295",-3191.755065,348.5431295
"-3191.755065_448.5431295",-3191.755065,448.5431295
"-3191.755065_48.5431295",-3191.755065,48.5431295
"-3191.755065_548.5431295",-3191.755065,548.5431295
"-3191.755065_648.5431295",-3191.755065,648.5431295
"-3191.755065_748.5431295",-3191.755065,748.5431295
"-3191.755065_848.5431295",-3191.755065,848.5431295
"-3191.755065_948.5431295",-3191.755065,948.5431295
"-3291.755065_-151.4568705",-3291.755065,-151.4568705
"-3291.755065_-51.4568705",-3291.755065,-51.4568705
"-3291.755065_1048.5431295",-3291.755065,1048.5431295
"-3291.755065_1148.5431295",-3291.755065,1148.5431295
"-3291.755065_1248.5431295",-3291.755065,1248.5431295
"-3291.755065_1348.5431295",-3291.755065,1348.5431295
"-3291.755065_148.5431295",-3291.755065,148.5431295
"-3291.755065_248.5431295",-3291.755065,248.5431295
"-3291.755065_348.5431295",-3291.755065,348.5431295
"-3291.755065_448.5431295",-3291.755065,448.5431295
"-3291.755065_48.5431295",-3291.755065,48.5431295
"-3291.755065_548.5431295",-3291.755065,548.5431295
"-3291.755065_648.5431295",-3291.755065,648.5431295
"-3291.755065_748.5431295",-3291.755065,748.5431295
"-3291.755065_848.5431295",-3291.755065,848.5431295
"-3291.755065_948.5431295",-3291.755065,948.5431295
"-3391.755065_-151.4568705",-3391.755065,-151.4568705
"-3391.755065_-51.4568705",-3391.755065,-51.4568705
"-3391.755065_1048.5431295",-3391.755065,1048.5431295
"-3391.755065_1148.5431295",-3391.755065,1148.5431295
"-3391.755065_1248.5431295",-3391.755065,1248.5431295
"-3391.755065_1348.5431295",-3391.755065,1348.5431295
"-3391.755065_148.5431295",-3391.755065,148.5431295
"-3391.755065_248.5431295",-3391.755065,248.5431295
"-3391.755065_348.5431295",-3391.755065,348.5431295
"-3391.755065_448.5431295",-3391.755065,448.5431295
"-3391.755065_48.5431295",-3391.755065,48.5431295
"-3391.755065_548.5431295",-3391.755065,548.5431295
"-3391.755065_648.5431295",-3391.755065,648.5431295
"-3391.755065_748.5431295",-3391.755065,748.5431295
"-3391.755065_848.5431295",-3391.755065,848.5431295
"-3391.755065_948.5431295",-3391.755065,948.5431295
"-3491.755065_-151.4568705",-3491.755065,-151.4568705
"-3491.755065_-51.4568705",-3491.755065,-51.4568705
"-3491.755065_1048.5431295",-3491.755065,1048.5431295
"-3491.755065_1148.5431295",-3491.755065,1148.5431295
"-3491.755065_1248.5431295",-3491.755065,1248.5431295
"-3491.755065_1348.5431295",-3491.755065,1348.5431295
"-3491.755065_148.5431295",-3491.755065,148.5431295
"-3491.755065_248.5431295",-3491.755065,248.5431295
"-3491.755065_348.5431295",-3491.755065,348.5431295
"-3491.755065_448.5431295",-3491.755065,448.5431295
"-3491.755065_48.5431295",-3491.755065,48.5431295
"-3491.755065_548.5431295",-3491.755065,548.5431295
"-3491.755065_648.5431295",-3491.755065,648.5431295
"-3491.755065_748.5431295",-3491.755065,748.5431295
"-3491.755065_848.5431295",-3491.755065,848.5431295
"-3491.755065_948.5431295",-3491.755065,948.5431295
"-3591.755065_-151.4568705",-3591.755065,-151.4568705
"-3591.755065_-51.4568705",-3591.755065,-51.4568705
"-3591.755065_1048.5431295",-3591.755065,1048.5431295
"-3591.755065_1148.5431295",-3591.755065,1148.5431295
"-3591.755065_1248.5431295",-3591.755065,1248.5431295
"-3591.755065_1348.5431295",-3591.755065,1348.5431295
"-3591.755065_148.5431295",-3591.755065,148.5431295
"-3591.755065_248.5431295",-3591.755065,248.5431295
"-3591.755065_348.5431295",-3591.755065,348.5431295
"-3591.755065_448.5431295",-3591.755065,448.5431295
"-3591.755065_48.5431295",-3591.755065,48.5431295
"-3591.755065_548.5431295",-3591.755065,548.5431295
"-3591.755065_648.5431295",-3591.755065,648.5431295
"-3591.755065_748.5431295",-3591.755065,748.5431295
"-3591.755065_848.5431295",-3591.755065,848.5431295
"-3591.755065_948.5431295",-3591.755065,948.5431295
"-3691.755065_-151.4568705",-3691.755065,-151.4568705
"-3691.755065_-51.4568705",-3691.755065,-51.4568705
"-3691.755065_1048.5431295",-3691.755065,1048.5431295
"-3691.755065_1148.5431295",-3691.755065,1148.5431295
"-3691.755065_1248.5431295",-3691.755065,1248.5431295
"-3691.755065_1348.5431295",-3691.755065,1348.5431295
"-3691.755065_148.5431295",-3691.755065,148.5431295
"-3691.755065_248.5431295",-3691.755065,248.5431295
"-3691.755065_348.5431295",-3691.755065,348.5431295
"-3691.755065_448.5431295",-3691.755065,448.5431295
"-3691.755065_48.5431295",-3691.755065,48.5431295
"-3691.755065_548.5431295",-3691.755065,548.5431295
"-3691.755065_648.5431295",-3691.755065,648.5431295
"-3691.755065_748.5431295",-3691.755065,748.5431295
"-3691.755065_848.5431295",-3691.755065,848.5431295
"-3691.755065_948.5431295",-3691.755065,948.5431295
"-3791.755065_-151.4568705",-3791.755065,-151.4568705
"-3791.755065_-51.4568705",-3791.755065,-51.4568705
"-3791.755065_1048.5431295",-3791.755065,1048.5431295
"-3791.755065_1148.5431295",-3791.755065,1148.5431295
"-3791.755065_1248.5431295",-3791.755065,1248.5431295
"-3791.755065_1348.5431295",-3791.755065,1348.5431295
"-3791.755065_148.5431295",-3791.755065,148.5431295
"-3791.755065_248.5431295",-3791.755065,248.5431295
"-3791.755065_348.5431295",-3791.755065,348.5431295
"-3791.755065_448.5431295",-3791.755065,448.5431295
"-3791.755065_48.5431295",-3791.755065,48.5431295
"-3791.755065_548.5431295",-3791.755065,548.5431295
"-3791.755065_648.5431295",-3791.755065,648.5431295
"-3791.755065_748.5431295",-3791.755065,748.5431295
"-3791.755065_848.5431295",-3791.755065,848.5431295
"-3791.755065_948.5431295",-3791.755065,948.5431295
"1011.1452947_-149.83643",1011.1452947,-149.83643
"1011.1452947_-249.83643",1011.1452947,-249.83643
"1011.1452947_-349.83643",1011.1452947,-349.83643
"1011.1452947_-449.83643",1011.1452947,-449.83643
"1011.1452947_-49.83643",1011.1452947,-49.83643
"1011.1452947_-549.83643",1011.1452947,-549.83643
"1011.1452947_150.16357",1011.1452947,150.16357
"1011.1452947_250.16357",1011.1452947,250.16357
"1011.1452947_350.16357",1011.1452947,350.16357
"1011.1452947_450.16357",1011.1452947,450.16357
"1011.1452947_50.16357",1011.1452947,50.16357
"1011.1452947_550.16357",1011.1452947,550.16357
"1011.1452947_650.16357",1011.1452947,650.16357
"1011.1452947_750.16357",1011.1452947,750.16357
"1011.1452947_850.16357",1011.1452947,850.16357
"1011.1452947_950.16357",1011.1452947,950.16357
"1111.1452947_-149.83643",1111.1452947,-149.83643
"1111.1452947_-249.83643",1111.1452947,-249.83643
"1111.1452947_-349.83643",1111.1452947,-349.83643
"1111.1452947_-449.83643",1111.1452947,-449.83643
"1111.1452947_-49.83643",1111.1452947,-49.83643
"1111.1452947_-549.83643",1111.1452947,-549.83643
"1111.1452947_150.16357",1111.1452947,150.16357
"1111.1452947_250.16357",1111.1452947,250.16357
"1111.1452947_350.16357",1111.1452947,350.16357
"1111.1452947_450.16357",1111.1452947,450.16357
"1111.1452947_50.16357",1111.1452947,50.16357
"1111.1452947_550.16357",1111.1452947,550.16357
"1111.1452947_650.16357",1111.1452947,650.16357
"1111.1452947_750.16357",1111.1452947,750.16357
"1111.1452947_850.16357",1111.1452947,850.16357
"1111.1452947_950.16357",1111.1452947,950.16357
"1211.1452947_-149.83643",1211.1452947,-149.83643
"1211.1452947_-249.83643",1211.1452947,-249.83643
"1211.1452947_-349.83643",1211.1452947,-349.83643
"1211.1452947_-449.83643",1211.1452947,-449.83643
"1211.1452947_-49.83643",1211.1452947,-49.83643
"1211.1452947_-549.83643",1211.1452947,-549.83643
"1211.1452947_150.16357",1211.1452947,150.16357
"1211.1452947_250.16357",1211.1452947,250.16357
"1211.1452947_350.16357",1211.1452947,350.16357
"1211.1452947_450.16357",1211.1452947,450.16357
"1211.1452947_50.16357",1211.1452947,50.16357
"1211.1452947_550.16357",1211.1452947,550.16357
"1211.1452947_650.16357",1211.1452947,650.16357
"1211.1452947_750.16357",1211.1452947,750.16357
"1211.1452947_850.16357",1211.1452947,850.16357
"1211.1452947_950.16357",1211.1452947,950.16357
"1311.1452947_-149.83643",1311.1452947,-149.83643
"1311.1452947_-249.83643",1311.1452947,-249.83643
"1311.1452947_-349.83643",1311.1452947,-349.83643
"1311.1452947_-449.83643",1311.1452947,-449.83643
"1311.1452947_-49.83643",1311.1452947,-49.83643
"1311.1452947_-549.83643",1311.1452947,-549.83643
"1311.1452947_150.16357",1311.1452947,150.16357
"1311.1452947_250.16357",1311.1452947,250.16357
"1311.1452947_350.16357",1311.1452947,350.16357
"1311.1452947_450.16357",1311.1452947,450.16357
"1311.1452947_50.16357",1311.1452947,50.16357
"1311.1452947_550.16357",1311.1452947,550.16357
"1311.1452947_650.16357",1311.1452947,650.16357
"1311.1452947_750.16357",1311.1452947,750.16357
"1311.1452947_850.16357",1311.1452947,850.16357
"1311.1452947_950.16357",1311.1452947,950.16357
"1411.1452947_-149.83643",1411.1452947,-149.83643
"1411.1452947_-249.83643",1411.1452947,-249.83643
"1411.1452947_-349.83643",1411.1452947,-349.83643
"1411.1452947_-449.83643",1411.1452947,-449.83643
"1411.1452947_-49.83643",1411.1452947,-49.83643
"1411.1452947_-549.83643",1411.1452947,-549.83643
"1411.1452947_150.16357",1411.1452947,150.16357
"1411.1452947_250.16357",1411.1452947,250.16357
"1411.1452947_350.16357",1411.1452947,350.16357
"1411.1452947_450.16357",1411.1452947,450.16357
"1411.1452947_50.16357",1411.1452947,50.16357
"1411.1452947_550.16357",1411.1452947,550.16357
"1411.1452947_650.16357",1411.1452947,650.16357
"1411.1452947_750.16357",1411.1452947,750.16357
"1411.1452947_850.16357",1411.1452947,850.16357
"1411.1452947_950.16357",1411.1452947,950.16357
"1511.1452947_-149.83643",1511.1452947,-149.83643
"1511.1452947_-249.83643",1511.1452947,-249.83643
"1511.1452947_-349.83643",1511.1452947,-349.83643
"1511.1452947_-449.83643",1511.1452947,-449.83643
"1511.1452947_-49.83643",1511.1452947,-49.83643
"1511.1452947_-549.83643",1511.1452947,-549.83643
"1511.1452947_150.16357",1511.1452947,150.16357
"1511.1452947_250.16357",1511.1452947,250.16357
"1511.1452947_350.16357",1511.1452947,350.16357
"1511.1452947_450.16357",1511.1452947,450.16357
"1511.1452947_50.16357",1511.1452947,50.16357
"1511.1452947_550.16357",1511.1452947,550.16357
"1511.1452947_650.16357",1511.1452947,650.16357
"1511.1452947_750.16357",1511.1452947,750.16357
"1511.1452947_850.16357",1511.1452947,850.16357
"1511.1452947_950.16357",1511.1452947,950.16357
"1611.1452947_-149.83643",1611.1452947,-149.83643
"1611.1452947_-249.83643",1611.1452947,-249.83643
"1611.1452947_-349.83643",1611.1452947,-349.83643
"1611.1452947_-449.83643",1611.1452947,-449.83643
"1611.1452947_-49.83643",1611.1452947,-49.83643
"1611.1452947_-549.83643",1611.1452947,-549.83643
"1611.1452947_150.16357",1611.1452947,150.16357
"1611.1452947_250.16357",1611.1452947,250.16357
"1611.1452947_350.16357",1611.1452947,350.16357
"1611.1452947_450.16357",1611.1452947,450.16357
"1611.1452947_50.16357",1611.1452947,50.16357
"1611.1452947_550.16357",1611.1452947,550.16357
"1611.1452947_650.16357",1611.1452947,650.16357
"1611.1452947_750.16357",1611.1452947,750.16357
"1611.1452947_850.16357",1611.1452947,850.16357
"1611.1452947_950.16357",1611.1452947,950.16357
"1711.1452947_-149.83643",1711.1452947,-149.83643
"1711.1452947_-249.83643",1711.1452947,-249.83643
"1711.1452947_-349.83643",1711.1452947,-349.83643
"1711.1452947_-449.83643",1711.1452947,-449.83643
"1711.1452947_-49.83643",1711.1452947,-49.83643
"1711.1452947_-549.83643",1711.1452947,-549.83643
"1711.1452947_150.16357",1711.1452947,150.16357
"1711.1452947_250.16357",1711.1452947,250.16357
"1711.1452947_350.16357",1711.1452947,350.16357
"1711.1452947_450.16357",1711.1452947,450.16357
"1711.1452947_50.16357",1711.1452947,50.16357
"1711.1452947_550.16357",1711.1452947,550.16357
"1711.1452947_650.16357",1711.1452947,650.16357
"1711.1452947_750.16357",1711.1452947,750.16357
"1711.1452947_850.16357",1711.1452947,850.16357
"1711.1452947_950.16357",1711.1452947,950.16357
"1811.1452947_-149.83643",1811.1452947,-149.83643
"1811.1452947_-249.83643",1811.1452947,-249.83643
"1811.1452947_-349.83643",1811.1452947,-349.83643
"1811.1452947_-449.83643",1811.1452947,-449.83643
"1811.1452947_-49.83643",1811.1452947,-49.83643
"1811.1452947_-549.83643",1811.1452947,-549.83643
"1811.1452947_150.16357",1811.1452947,150.16357
"1811.1452947_250.16357",1811.1452947,250.16357
"1811.1452947_350.16357",1811.1452947,350.16357
"1811.1452947_450.16357",1811.1452947,450.16357
"1811.1452947_50.16357",1811.1452947,50.16357
"1811.1452947_550.16357",1811.1452947,550.16357
"1811.1452947_650.16357",1811.1452947,650.16357
"1811.1452947_750.16357",1811.1452947,750.16357
"1811.1452947_850.16357",1811.1452947,850.16357
"1811.1452947_950.16357",1811.1452947,950.16357
"1911.1452947_-149.83643",1911.1452947,-149.83643
"1911.1452947_-249.83643",1911.1452947,-249.83643
"1911.1452947_-349.83643",1911.1452947,-349.83643
"1911.1452947_-449.83643",1911.1452947,-449.83643
"1911.1452947_-49.83643",1911.1452947,-49.83643
"1911.1452947_-549.83643",1911.1452947,-549.83643
"1911.1452947_150.16357",1911.1452947,150.16357
"1911.1452947_250.16357",1911.1452947,250.16357
"1911.1452947_350.16357",1911.1452947,350.16357
"1911.1452947_450.16357",1911.1452947,450.16357
"1911.1452947_50.16357",1911.1452947,50.16357
"1911.1452947_550.16357",1911.1452947,550.16357
"1911.1452947_650.16357",1911.1452947,650.16357
"1911.1452947_750.16357",1911.1452947,750.16357
"1911.1452947_850.16357",1911.1452947,850.16357
"1911.1452947_950.16357",1911.1452947,950.16357
"2011.1452947_-149.83643",2011.1452947,-149.83643
"2011.1452947_-249.83643",2011.1452947,-249.83643
"2011.1452947_-349.83643",2011.1452947,-349.83643
"2011.1452947_-449.83643",2011.1452947,-449.83643
"2011.1452947_-49.83643",2011.1452947,-49.83643
"2011.1452947_-549.83643",2011.1452947,-549.83643
"2011.1452947_150.16357",2011.1452947,150.16357
"2011.1452947_250.16357",2011.1452947,250.16357
"2011.1452947_350.16357",2011.1452947,350.16357
"2011.1452947_450.16357",2011.1452947,450.16357
"2011.1452947_50.16357",2011.1452947,50.16357
"2011.1452947_550.16357",2011.1452947,550.16357
"2011.1452947_650.16357",2011.1452947,650.16357
"2011.1452947_750.16357",2011.1452947,750.16357
"2011.1452947_850.16357",2011.1452947,850.16357
"2011.1452947_950.16357",2011.1452947,950.16357
"2111.1452947_-149.83643",2111.1452947,-149.83643
"2111.1452947_-249.83643",2111.1452947,-249.83643
"2111.1452947_-349.83643",2111.1452947,-349.83643
"2111.1452947_-449.83643",2111.1452947,-449.83643
"2111.1452947_-49.83643",2111.1452947,-49.83643
"2111.1452947_-549.83643",2111.1452947,-549.83643
"2111.1452947_150.16357",2111.1452947,150.16357
"2111.1452947_250.16357",2111.1452947,250.16357
"2111.1452947_350.16357",2111.1452947,350.16357
"2111.1452947_450.16357",2111.1452947,450.16357
"2111.1452947_50.16357",2111.1452947,50.16357
"2111.1452947_550.16357",2111.1452947,550.16357
"2111.1452947_650.16357",2111.1452947,650.16357
"2111.1452947_750.16357",2111.1452947,750.16357
"2111.1452947_850.16357",2111.1452947,850.16357
"2111.1452947_950.16357",2111.1452947,950.16357
"2211.1452947_-149.83643",2211.1452947,-149.83643
"2211.1452947_-249.83643",2211.1452947,-249.83643
"2211.1452947_-349.83643",2211.1452947,-349.83643
"2211.1452947_-449.83643",2211.1452947,-449.83643
"2211.1452947_-49.83643",2211.1452947,-49.83643
"2211.1452947_-549.83643",2211.1452947,-549.83643
"2211.1452947_150.16357",2211.1452947,150.16357
"2211.1452947_250.16357",2211.1452947,250.16357
"2211.1452947_350.16357",2211.1452947,350.16357
"2211.1452947_450.16357",2211.1452947,450.16357
"2211.1452947_50.16357",2211.1452947,50.16357
"2211.1452947_550.16357",2211.1452947,550.16357
"2211.1452947_650.16357",2211.1452947,650.16357
"2211.1452947_750.16357",2211.1452947,750.16357
"2211.1452947_850.16357",2211.1452947,850.16357
"2211.1452947_950.16357",2211.1452947,950.16357
"2311.1452947_-149.83643",2311.1452947,-149.83643
"2311.1452947_-249.83643",2311.1452947,-249.83643
"2311.1452947_-349.83643",2311.1452947,-349.83643
"2311.1452947_-449.83643",2311.1452947,-449.83643
"2311.1452947_-49.83643",2311.1452947,-49.83643
"2311.1452947_-549.83643",2311.1452947,-549.83643
"2311.1452947_150.16357",2311.1452947,150.16357
"2311.1452947_250.16357",2311.1452947,250.16357
"2311.1452947_350.16357",2311.1452947,350.16357
"2311.1452947_450.16357",2311.1452947,450.16357
"2311.1452947_50.16357",2311.1452947,50.16357
"2311.1452947_550.16357",2311.1452947,550.16357
"2311.1452947_650.16357",2311.1452947,650.16357
"2311.1452947_750.16357",2311.1452947,750.16357
"2311.1452947_850.16357",2311.1452947,850.16357
"2311.1452947_950.16357",2311.1452947,950.16357
"2411.1452947_-149.83643",2411.1452947,-149.83643
"2411.1452947_-249.83643",2411.1452947,-249.83643
"2411.1452947_-349.83643",2411.1452947,-349.83643
"2411.1452947_-449.83643",2411.1452947,-449.83643
"2411.1452947_-49.83643",2411.1452947,-49.83643
"2411.1452947_-549.83643",2411.1452947,-549.83643
"2411.1452947_150.16357",2411.1452947,150.16357
"2411.1452947_250.16357",2411.1452947,250.16357
"2411.1452947_350.16357",2411.1452947,350.16357
"2411.1452947_450.16357",2411.1452947,450.16357
"2411.1452947_50.16357",2411.1452947,50.16357
"2411.1452947_550.16357",2411.1452947,550.16357
"2411.1452947_650.16357",2411.1452947,650.16357
"2411.1452947_750.16357",2411.1452947,750.16357
"2411.1452947_850.16357",2411.1452947,850.16357
"2411.1452947_950.16357",2411.1452947,950.16357
"911.1452947_-149.83643",911.1452947,-149.83643
"911.1452947_-249.83643",911.1452947,-249.83643
"911.1452947_-349.83643",911.1452947,-349.83643
"911.1452947_-449.83643",911.1452947,-449.83643
"911.1452947_-49.83643",911.1452947,-49.83643
"911.1452947_-549.83643",911.1452947,-549.83643
"911.1452947_150.16357",911.1452947,150.16357
"911.1452947_250.16357",911.1452947,250.16357
"911.1452947_350.16357",911.1452947,350.16357
"911.1452947_450.16357",911.1452947,450.16357
"911.1452947_50.16357",911.1452947,50.16357
"911.1452947_550.16357",911.1452947,550.16357
"911.1452947_650.16357",911.1452947,650.16357
"911.1452947_750.16357",911.1452947,750.16357
"911.1452947_850.16357",911.1452947,850.16357
"911.1452947_950.16357",911.1452947,950.16357
"-1858.421126_-1496.041291",-1858.421126,-1496.041291
"-1858.421126_-1596.041291",-1858.421126,-1596.041291
"-1858.421126_-1696.041291",-1858.421126,-1696.041291
"-1858.421126_-1796.041291",-1858.421126,-1796.041291
"-1858.421126_-1896.041291",-1858.421126,-1896.041291
"-1858.421126_-1996.041291",-1858.421126,-1996.041291
"-1858.421126_-2096.041291",-1858.421126,-2096.041291
"-1858.421126_-2196.041291",-1858.421126,-2196.041291
"-1858.421126_-2296.041291",-1858.421126,-2296.041291
"-1858.421126_-2396.041291",-1858.421126,-2396.041291
"-1858.421126_-2496.041291",-1858.421126,-2496.041291
"-1858.421126_-2596.041291",-1858.421126,-2596.041291
"-1858.421126_-2696.041291",-1858.421126,-2696.041291
"-1858.421126_-2796.041291",-1858.421126,-2796.041291
"-1858.421126_-2896.041291",-1858.421126,-2896.041291
"-1858.421126_-2996.041291",-1858.421126,-2996.041291
"-1958.421126_-1496.041291",-1958.421126,-1496.041291
"-1958.421126_-1596.041291",-1958.421126,-1596.041291
"-1958.421126_-1696.041291",-1958.421126,-1696.041291
"-1958.421126_-1796.041291",-1958.421126,-1796.041291
"-1958.421126_-1896.041291",-1958.421126,-1896.041291
"-1958.421126_-1996.041291",-1958.421126,-1996.041291
"-1958.421126_-2096.041291",-1958.421126,-2096.041291
"-1958.421126_-2196.041291",-1958.421126,-2196.041291
"-1958.421126_-2296.041291",-1958.421126,-2296.041291
"-1958.421126_-2396.041291",-1958.421126,-2396.041291
"-1958.421126_-2496.041291",-1958.421126,-2496.041291
"-1958.421126_-2596.041291",-1958.421126,-2596.041291
"-1958.421126_-2696.041291",-1958.421126,-2696.041291
"-1958.421126_-2796.041291",-1958.421126,-2796.041291
"-1958.421126_-2896.041291",-1958.421126,-2896.041291
"-1958.421126_-2996.041291",-1958.421126,-2996.041291
"-2058.421126_-1496.041291",-2058.421126,-1496.041291
"-2058.421126_-1596.041291",-2058.421126,-1596.041291
"-2058.421126_-1696.041291",-2058.421126,-1696.041291
